226  1  0.98  10  2
227  1  1.06  4.8  3
228  1  1.42  6.7  4
229  1  0.98  2.7  2
230  1  1.08  7.6  2
231  1  1.04  2.2  4
232  1  1.11  7.1  2
233  1  1.02  4.3  5
234  1  1.14  7.8  2
235  1  1.3  5.3  2
236  0  0.9  2.1  3
237  1  1.1  5.3  4
238  1  1.15  3.9  3
239  1  1.09  4.1  3
240  1  1.18  3.4  2
241  1  1.28  3.3  2
242  1  1.07  26.3  4
243  1  1.03  7.4  2
244  0  1.05  5.5  5
245  1  0.99  3.8  3
246  0  0.88  6.7  2
247  1  1.23  2.3  4
248  1  1.09  19.2  2
249  0  1.03  3.9  3
250  1  0.99  5.4  3
251  0  0.8  13.8  4
252  0  0.98  2.5  4
253  1  1.08  8.8  2
254  0  1  1.5  6
255  0  0.86  1.8  9
256  0  0.8  5.1  2
257  1  0.81  8.5  4
258  0  0.84  0.4  10
259  1  1.07  5.8  2
260  1  1.09  12.7  2
261  0  0.79  5.6  3
262  1  0.97  29.3  4
263  1  1.05  4.3  2
264  0  0.78  2.8  8
265  1  1.21  13.8  4
266  1  0.92  5.9  1
267  0  0.67  3  4
268  0  0.82  3.8  2
269  0  1.02  0.6  11
270  0  1.04  5.3  4
271  0  0.93  7.8  4
272  1  1.12  3.9  2
273  0  1  3.8  6
274  1  1.04  17.8  2
275  0  0.98  3.4  4
276  1  1.03  3.4  2
277  0  0.94  5.7  7
278  0  0.86  2.1  3
279  0  0.81  3.7  5
